personID:ID(Person),roadUser,gender,age,ageGroup,:LABEL
1,Driver,Male,74,65_to_74,Person
2,Driver,Female,19,17_to_25,Person
3,Driver,Female,33,26_to_39,Person
4,Driver,Female,32,26_to_39,Person
5,Passenger,Female,61,40_to_64,Person
6,Motorcycle rider,Male,47,40_to_64,Person
7,Passenger,Female,29,26_to_39,Person
8,Motorcycle rider,Male,19,17_to_25,Person
9,Driver,Female,55,40_to_64,Person
10,Driver,Female,45,40_to_64,Person
11,Pedestrian,Male,50,40_to_64,Person
12,Driver,Male,45,40_to_64,Person
13,Driver,Male,61,40_to_64,Person
14,Pedestrian,Male,74,65_to_74,Person
15,Driver,Male,25,17_to_25,Person
16,Pedestrian,Male,4,0_to_16,Person
17,Driver,Male,27,26_to_39,Person
18,Driver,Male,66,65_to_74,Person
19,Driver,Male,27,26_to_39,Person
20,Pedestrian,Female,65,65_to_74,Person
21,Driver,Male,32,26_to_39,Person
22,Driver,Male,25,17_to_25,Person
23,Motorcycle rider,Male,69,65_to_74,Person
24,Driver,Female,59,40_to_64,Person
25,Passenger,Female,68,65_to_74,Person
26,Motorcycle rider,Male,69,65_to_74,Person
27,Passenger,Female,68,65_to_74,Person
28,Driver,Male,76,75_or_older,Person
29,Motorcycle rider,Male,35,26_to_39,Person
30,Motorcycle rider,Male,55,40_to_64,Person
31,Motorcycle rider,Male,63,40_to_64,Person
32,Passenger,Female,66,65_to_74,Person
33,Pedal cyclist,Male,61,40_to_64,Person
34,Driver,Female,30,26_to_39,Person
35,Driver,Male,34,26_to_39,Person
36,Driver,Male,26,26_to_39,Person
37,Motorcycle rider,Male,46,40_to_64,Person
38,Pedestrian,Female,50,40_to_64,Person
39,Pedestrian,Female,85,75_or_older,Person
40,Driver,Female,92,75_or_older,Person
41,Driver,Male,76,75_or_older,Person
42,Motorcycle rider,Male,60,40_to_64,Person
43,Driver,Female,74,65_to_74,Person
44,Motorcycle rider,Male,26,26_to_39,Person
45,Driver,Female,60,40_to_64,Person
46,Passenger,Female,59,40_to_64,Person
47,Motorcycle rider,Male,45,40_to_64,Person
48,Driver,Female,90,75_or_older,Person
49,Driver,Male,32,26_to_39,Person
50,Driver,Male,49,40_to_64,Person
51,Driver,Male,21,17_to_25,Person
52,Passenger,Male,21,17_to_25,Person
53,Driver,Male,16,0_to_16,Person
54,Passenger,Female,22,17_to_25,Person
55,Driver,Female,21,17_to_25,Person
56,Passenger,Male,23,17_to_25,Person
57,Passenger,Female,80,75_or_older,Person
58,Passenger,Male,23,17_to_25,Person
59,Pedestrian,Female,64,40_to_64,Person
60,Driver,Female,17,17_to_25,Person
61,Motorcycle rider,Male,71,65_to_74,Person
62,Driver,Male,66,65_to_74,Person
63,Motorcycle rider,Male,60,40_to_64,Person
64,Driver,Male,54,40_to_64,Person
65,Motorcycle rider,Male,18,17_to_25,Person
66,Driver,Male,24,17_to_25,Person
67,Pedestrian,Male,27,26_to_39,Person
68,Driver,Male,38,26_to_39,Person
69,Passenger,Female,97,75_or_older,Person
70,Driver,Male,83,75_or_older,Person
71,Driver,Male,49,40_to_64,Person
72,Driver,Male,36,26_to_39,Person
73,Driver,Male,70,65_to_74,Person
74,Driver,Female,29,26_to_39,Person
75,Motorcycle rider,Male,26,26_to_39,Person
76,Driver,Male,43,40_to_64,Person
77,Motorcycle rider,Male,61,40_to_64,Person
78,Driver,Male,52,40_to_64,Person
79,Motorcycle rider,Male,22,17_to_25,Person
80,Driver,Male,53,40_to_64,Person
81,Motorcycle rider,Male,44,40_to_64,Person
82,Passenger,Female,57,40_to_64,Person
83,Driver,Male,18,17_to_25,Person
84,Passenger,Male,18,17_to_25,Person
85,Driver,Male,53,40_to_64,Person
86,Motorcycle rider,Male,25,17_to_25,Person
87,Passenger,Female,44,40_to_64,Person
88,Passenger,Female,64,40_to_64,Person
89,Driver,Male,17,17_to_25,Person
90,Pedestrian,Female,43,40_to_64,Person
91,Driver,Female,83,75_or_older,Person
92,Pedal cyclist,Male,71,65_to_74,Person
93,Motorcycle rider,Male,69,65_to_74,Person
94,Passenger,Male,87,75_or_older,Person
95,Pedestrian,Female,58,40_to_64,Person
96,Driver,Male,45,40_to_64,Person
97,Motorcycle rider,Male,43,40_to_64,Person
98,Driver,Male,38,26_to_39,Person
99,Driver,Male,15,0_to_16,Person
100,Driver,Male,27,26_to_39,Person
101,Pedestrian,Male,63,40_to_64,Person
102,Motorcycle rider,Male,38,26_to_39,Person
103,Pedal cyclist,Male,36,26_to_39,Person
104,Motorcycle rider,Male,47,40_to_64,Person
105,Driver,Female,78,75_or_older,Person
106,Driver,Female,19,17_to_25,Person
107,Driver,Female,76,75_or_older,Person
108,Passenger,Male,23,17_to_25,Person
109,Driver,Female,78,75_or_older,Person
110,Passenger,Male,25,17_to_25,Person
111,Pedestrian,Male,29,26_to_39,Person
112,Driver,Male,37,26_to_39,Person
113,Pedestrian,Female,71,65_to_74,Person
114,Driver,Male,18,17_to_25,Person
115,Driver,Female,42,40_to_64,Person
116,Driver,Female,15,0_to_16,Person
117,Driver,Male,26,26_to_39,Person
118,Driver,Male,21,17_to_25,Person
119,Passenger,Female,60,40_to_64,Person
120,Driver,Male,57,40_to_64,Person
121,Driver,Male,30,26_to_39,Person
122,Driver,Male,36,26_to_39,Person
123,Pedestrian,Female,48,40_to_64,Person
124,Motorcycle rider,Female,60,40_to_64,Person
125,Motorcycle rider,Male,68,65_to_74,Person
126,Motorcycle rider,Male,66,65_to_74,Person
127,Pedal cyclist,Male,65,65_to_74,Person
128,Passenger,Male,19,17_to_25,Person
129,Driver,Male,20,17_to_25,Person
130,Pedestrian,Male,35,26_to_39,Person
131,Pedestrian,Male,28,26_to_39,Person
132,Driver,Male,45,40_to_64,Person
133,Passenger,Male,30,26_to_39,Person
134,Driver,Male,70,65_to_74,Person
135,Pedestrian,Female,31,26_to_39,Person
136,Driver,Male,62,40_to_64,Person
137,Driver,Female,69,65_to_74,Person
138,Pedestrian,Female,83,75_or_older,Person
139,Driver,Female,51,40_to_64,Person
140,Driver,Male,37,26_to_39,Person
141,Passenger,Male,66,65_to_74,Person
142,Driver,Male,76,75_or_older,Person
143,Motorcycle rider,Male,55,40_to_64,Person
144,Driver,Male,31,26_to_39,Person
145,Driver,Male,60,40_to_64,Person
146,Driver,Male,56,40_to_64,Person
147,Driver,Female,55,40_to_64,Person
148,Passenger,Male,82,75_or_older,Person
149,Pedal cyclist,Male,43,40_to_64,Person
150,Driver,Male,66,65_to_74,Person
151,Pedestrian,Female,21,17_to_25,Person
152,Driver,Male,56,40_to_64,Person
153,Driver,Male,29,26_to_39,Person
154,Driver,Female,75,75_or_older,Person
155,Driver,Male,53,40_to_64,Person
156,Motorcycle rider,Male,32,26_to_39,Person
157,Driver,Female,31,26_to_39,Person
158,Driver,Male,42,40_to_64,Person
159,Driver,Female,40,40_to_64,Person
160,Driver,Male,56,40_to_64,Person
161,Passenger,Female,40,40_to_64,Person
162,Passenger,Male,13,0_to_16,Person
163,Motorcycle rider,Male,64,40_to_64,Person
164,Driver,Female,24,17_to_25,Person
165,Driver,Male,27,26_to_39,Person
166,Passenger,Male,37,26_to_39,Person
167,Pedestrian,Male,81,75_or_older,Person
168,Pedestrian,Female,80,75_or_older,Person
169,Driver,Female,21,17_to_25,Person
170,Motorcycle rider,Male,39,26_to_39,Person
171,Pedestrian,Male,27,26_to_39,Person
172,Motorcycle rider,Male,54,40_to_64,Person
173,Driver,Female,17,17_to_25,Person
174,Passenger,Female,76,75_or_older,Person
175,Motorcycle rider,Male,19,17_to_25,Person
176,Motorcycle rider,Female,55,40_to_64,Person
177,Driver,Female,44,40_to_64,Person
178,Motorcycle rider,Male,28,26_to_39,Person
179,Pedestrian,Male,91,75_or_older,Person
180,Driver,Male,45,40_to_64,Person
181,Passenger,Female,11,0_to_16,Person
182,Driver,Female,53,40_to_64,Person
183,Driver,Male,63,40_to_64,Person
184,Driver,Male,62,40_to_64,Person
185,Driver,Male,43,40_to_64,Person
186,Driver,Male,73,65_to_74,Person
187,Driver,Male,24,17_to_25,Person
188,Motorcycle rider,Male,46,40_to_64,Person
189,Driver,Female,48,40_to_64,Person
190,Pedestrian,Male,69,65_to_74,Person
191,Driver,Male,30,26_to_39,Person
192,Driver,Male,37,26_to_39,Person
193,Motorcycle rider,Male,51,40_to_64,Person
194,Driver,Male,46,40_to_64,Person
195,Motorcycle rider,Male,73,65_to_74,Person
196,Passenger,Female,78,75_or_older,Person
197,Driver,Male,73,65_to_74,Person
198,Passenger,Female,74,65_to_74,Person
199,Motorcycle rider,Male,20,17_to_25,Person
200,Driver,Male,18,17_to_25,Person
201,Motorcycle rider,Male,27,26_to_39,Person
202,Driver,Male,27,26_to_39,Person
203,Passenger,Male,14,0_to_16,Person
204,Driver,Male,37,26_to_39,Person
205,Driver,Female,53,40_to_64,Person
206,Motorcycle rider,Male,41,40_to_64,Person
207,Motorcycle rider,Male,27,26_to_39,Person
208,Motorcycle rider,Male,48,40_to_64,Person
209,Motorcycle rider,Female,34,26_to_39,Person
210,Motorcycle rider,Male,22,17_to_25,Person
211,Passenger,Male,58,40_to_64,Person
212,Passenger,Female,68,65_to_74,Person
213,Passenger,Male,5,0_to_16,Person
214,Passenger,Female,15,0_to_16,Person
215,Motorcycle rider,Male,37,26_to_39,Person
216,Driver,Male,56,40_to_64,Person
217,Driver,Male,20,17_to_25,Person
218,Driver,Male,21,17_to_25,Person
219,Driver,Male,30,26_to_39,Person
220,Driver,Male,35,26_to_39,Person
221,Pedestrian,Female,2,0_to_16,Person
222,Motorcycle rider,Female,59,40_to_64,Person
223,Motorcycle rider,Male,76,75_or_older,Person
224,Pedestrian,Male,76,75_or_older,Person
225,Driver,Male,51,40_to_64,Person
226,Driver,Male,44,40_to_64,Person
227,Driver,Male,34,26_to_39,Person
228,Driver,Male,77,75_or_older,Person
229,Motorcycle rider,Male,19,17_to_25,Person
230,Motorcycle rider,Male,65,65_to_74,Person
231,Motorcycle rider,Male,21,17_to_25,Person
232,Motorcycle rider,Male,27,26_to_39,Person
233,Motorcycle rider,Male,21,17_to_25,Person
234,Motorcycle rider,Female,33,26_to_39,Person
235,Driver,Female,19,17_to_25,Person
236,Driver,Male,49,40_to_64,Person
237,Driver,Male,34,26_to_39,Person
238,Driver,Male,61,40_to_64,Person
239,Pedestrian,Male,11,0_to_16,Person
240,Pedestrian,Female,39,26_to_39,Person
241,Motorcycle rider,Male,30,26_to_39,Person
242,Driver,Male,49,40_to_64,Person
243,Driver,Male,41,40_to_64,Person
244,Driver,Female,31,26_to_39,Person
245,Driver,Female,76,75_or_older,Person
246,Pedestrian,Male,78,75_or_older,Person
247,Motorcycle rider,Male,20,17_to_25,Person
248,Pedal cyclist,Male,9,0_to_16,Person
249,Motorcycle rider,Male,15,0_to_16,Person
250,Pedestrian,Male,37,26_to_39,Person
251,Driver,Male,30,26_to_39,Person
252,Pedestrian,Male,52,40_to_64,Person
253,Pedestrian,Female,1,0_to_16,Person
254,Driver,Female,52,40_to_64,Person
255,Driver,Female,93,75_or_older,Person
256,Driver,Male,87,75_or_older,Person
257,Motorcycle rider,Male,37,26_to_39,Person
258,Motorcycle rider,Male,31,26_to_39,Person
259,Motorcycle rider,Male,34,26_to_39,Person
260,Driver,Male,53,40_to_64,Person
261,Motorcycle rider,Male,23,17_to_25,Person
262,Driver,Female,27,26_to_39,Person
263,Driver,Female,65,65_to_74,Person
264,Passenger,Male,19,17_to_25,Person
265,Passenger,Female,57,40_to_64,Person
266,Passenger,Male,18,17_to_25,Person
267,Driver,Male,57,40_to_64,Person
268,Driver,Male,72,65_to_74,Person
269,Driver,Male,81,75_or_older,Person
270,Driver,Female,83,75_or_older,Person
271,Driver,Male,60,40_to_64,Person
272,Driver,Male,66,65_to_74,Person
273,Driver,Female,44,40_to_64,Person
274,Motorcycle rider,Male,21,17_to_25,Person
275,Pedestrian,Female,79,75_or_older,Person
276,Driver,Male,17,17_to_25,Person
277,Motorcycle rider,Male,32,26_to_39,Person
278,Driver,Male,53,40_to_64,Person
279,Driver,Male,74,65_to_74,Person
280,Motorcycle rider,Male,22,17_to_25,Person
281,Motorcycle rider,Male,22,17_to_25,Person
282,Driver,Male,58,40_to_64,Person
283,Motorcycle rider,Male,23,17_to_25,Person
284,Pedestrian,Female,74,65_to_74,Person
285,Pedestrian,Male,32,26_to_39,Person
286,Driver,Male,41,40_to_64,Person
287,Driver,Male,17,17_to_25,Person
288,Pedestrian,Male,53,40_to_64,Person
289,Passenger,Female,22,17_to_25,Person
290,Passenger,Male,22,17_to_25,Person
291,Driver,Male,51,40_to_64,Person
292,Passenger,Male,84,75_or_older,Person
293,Motorcycle rider,Male,50,40_to_64,Person
294,Driver,Male,65,65_to_74,Person
295,Passenger,Female,59,40_to_64,Person
296,Driver,Male,25,17_to_25,Person
297,Driver,Female,22,17_to_25,Person
298,Driver,Male,56,40_to_64,Person
299,Driver,Male,48,40_to_64,Person
300,Motorcycle rider,Male,21,17_to_25,Person
301,Motorcycle rider,Male,38,26_to_39,Person
302,Pedestrian,Female,35,26_to_39,Person
303,Motorcycle rider,Male,37,26_to_39,Person
304,Motorcycle rider,Male,60,40_to_64,Person
305,Driver,Female,56,40_to_64,Person
306,Motorcycle rider,Male,63,40_to_64,Person
307,Driver,Male,20,17_to_25,Person
308,Pedal cyclist,Male,81,75_or_older,Person
309,Driver,Female,80,75_or_older,Person
310,Driver,Male,18,17_to_25,Person
311,Pedestrian,Male,36,26_to_39,Person
312,Motorcycle rider,Male,57,40_to_64,Person
313,Driver,Male,28,26_to_39,Person
314,Driver,Male,96,75_or_older,Person
315,Driver,Male,63,40_to_64,Person
316,Motorcycle rider,Male,38,26_to_39,Person
317,Motorcycle rider,Male,58,40_to_64,Person
318,Pedestrian,Female,15,0_to_16,Person
319,Driver,Male,62,40_to_64,Person
320,Pedestrian,Male,62,40_to_64,Person
321,Pedestrian,Male,39,26_to_39,Person
322,Driver,Male,23,17_to_25,Person
323,Passenger,Female,26,26_to_39,Person
324,Passenger,Male,25,17_to_25,Person
325,Driver,Male,21,17_to_25,Person
326,Driver,Male,50,40_to_64,Person
327,Driver,Male,40,40_to_64,Person
328,Pedestrian,Male,57,40_to_64,Person
329,Motorcycle rider,Male,44,40_to_64,Person
330,Driver,Male,64,40_to_64,Person
331,Passenger,Female,60,40_to_64,Person
332,Driver,Male,68,65_to_74,Person
333,Motorcycle rider,Male,23,17_to_25,Person
334,Driver,Female,54,40_to_64,Person
335,Pedestrian,Female,63,40_to_64,Person
336,Pedestrian,Male,13,0_to_16,Person
337,Motorcycle rider,Male,29,26_to_39,Person
338,Pedestrian,Male,56,40_to_64,Person
339,Driver,Male,44,40_to_64,Person
340,Driver,Male,17,17_to_25,Person
341,Driver,Male,53,40_to_64,Person
342,Driver,Female,23,17_to_25,Person
343,Driver,Female,53,40_to_64,Person
344,Driver,Male,56,40_to_64,Person
345,Driver,Male,19,17_to_25,Person
346,Motorcycle rider,Male,78,75_or_older,Person
347,Motorcycle rider,Male,70,65_to_74,Person
348,Pedal cyclist,Male,42,40_to_64,Person
349,Driver,Male,31,26_to_39,Person
350,Pedestrian,Male,66,65_to_74,Person
351,Motorcycle pillion passenger,Male,20,17_to_25,Person
352,Pedestrian,Male,49,40_to_64,Person
353,Pedestrian,Male,61,40_to_64,Person
354,Motorcycle pillion passenger,Male,20,17_to_25,Person
355,Motorcycle rider,Male,21,17_to_25,Person
356,Motorcycle rider,Male,69,65_to_74,Person
357,Driver,Female,80,75_or_older,Person
358,Pedestrian,Female,68,65_to_74,Person
359,Driver,Male,52,40_to_64,Person
360,Passenger,Female,81,75_or_older,Person
361,Driver,Male,46,40_to_64,Person
362,Passenger,Male,37,26_to_39,Person
363,Passenger,Male,6,0_to_16,Person
364,Driver,Male,23,17_to_25,Person
365,Motorcycle rider,Male,34,26_to_39,Person
366,Driver,Male,25,17_to_25,Person
367,Driver,Male,21,17_to_25,Person
368,Motorcycle rider,Male,19,17_to_25,Person
369,Motorcycle rider,Male,32,26_to_39,Person
370,Pedestrian,Female,43,40_to_64,Person
371,Pedal cyclist,Male,49,40_to_64,Person
372,Motorcycle rider,Male,34,26_to_39,Person
373,Passenger,Female,35,26_to_39,Person
374,Passenger,Female,60,40_to_64,Person
375,Passenger,Male,28,26_to_39,Person
376,Driver,Male,50,40_to_64,Person
377,Driver,Male,73,65_to_74,Person
378,Pedal cyclist,Female,68,65_to_74,Person
379,Driver,Male,72,65_to_74,Person
380,Motorcycle rider,Male,78,75_or_older,Person
381,Pedestrian,Male,79,75_or_older,Person
382,Pedestrian,Female,37,26_to_39,Person
383,Driver,Female,37,26_to_39,Person
384,Driver,Male,20,17_to_25,Person
385,Driver,Male,29,26_to_39,Person
386,Driver,Male,63,40_to_64,Person
387,Pedestrian,Male,35,26_to_39,Person
388,Motorcycle rider,Male,69,65_to_74,Person
389,Pedestrian,Male,52,40_to_64,Person
390,Pedal cyclist,Male,27,26_to_39,Person
391,Motorcycle rider,Male,22,17_to_25,Person
392,Driver,Male,75,75_or_older,Person
393,Motorcycle rider,Male,47,40_to_64,Person
394,Motorcycle rider,Male,51,40_to_64,Person
395,Pedestrian,Male,67,65_to_74,Person
396,Passenger,Female,36,26_to_39,Person
397,Passenger,Female,3,0_to_16,Person
398,Driver,Male,47,40_to_64,Person
399,Pedestrian,Male,70,65_to_74,Person
400,Driver,Male,38,26_to_39,Person
401,Driver,Male,79,75_or_older,Person
402,Driver,Male,24,17_to_25,Person
403,Passenger,Male,27,26_to_39,Person
404,Passenger,Female,68,65_to_74,Person
405,Driver,Male,65,65_to_74,Person
406,Motorcycle rider,Male,30,26_to_39,Person
407,Motorcycle rider,Male,31,26_to_39,Person
408,Driver,Male,28,26_to_39,Person
409,Pedestrian,Male,50,40_to_64,Person
410,Passenger,Male,16,0_to_16,Person
411,Motorcycle rider,Male,27,26_to_39,Person
412,Pedestrian,Female,96,75_or_older,Person
413,Driver,Male,59,40_to_64,Person
414,Driver,Male,55,40_to_64,Person
415,Driver,Male,60,40_to_64,Person
416,Pedestrian,Male,80,75_or_older,Person
417,Pedestrian,Male,57,40_to_64,Person
418,Motorcycle rider,Male,54,40_to_64,Person
419,Driver,Male,43,40_to_64,Person
420,Driver,Male,23,17_to_25,Person
421,Driver,Male,59,40_to_64,Person
422,Driver,Male,25,17_to_25,Person
423,Driver,Male,63,40_to_64,Person
424,Pedestrian,Female,20,17_to_25,Person
425,Driver,Male,20,17_to_25,Person
426,Driver,Male,34,26_to_39,Person
427,Motorcycle rider,Male,23,17_to_25,Person
428,Motorcycle rider,Male,30,26_to_39,Person
429,Driver,Male,75,75_or_older,Person
430,Motorcycle rider,Male,71,65_to_74,Person
431,Driver,Male,78,75_or_older,Person
432,Driver,Male,55,40_to_64,Person
433,Driver,Male,61,40_to_64,Person
434,Motorcycle rider,Male,49,40_to_64,Person
435,Motorcycle rider,Male,17,17_to_25,Person
436,Driver,Male,40,40_to_64,Person
437,Passenger,Male,18,17_to_25,Person
438,Driver,Male,16,0_to_16,Person
439,Passenger,Male,19,17_to_25,Person
440,Pedestrian,Male,53,40_to_64,Person
441,Pedal cyclist,Male,63,40_to_64,Person
442,Pedal cyclist,Female,56,40_to_64,Person
443,Passenger,Male,20,17_to_25,Person
444,Passenger,Female,18,17_to_25,Person
445,Passenger,Female,20,17_to_25,Person
446,Driver,Male,87,75_or_older,Person
447,Driver,Female,55,40_to_64,Person
448,Passenger,Male,54,40_to_64,Person
449,Motorcycle rider,Male,16,0_to_16,Person
450,Pedal cyclist,Male,63,40_to_64,Person
451,Driver,Male,33,26_to_39,Person
452,Driver,Male,67,65_to_74,Person
453,Driver,Male,33,26_to_39,Person
454,Pedal cyclist,Male,69,65_to_74,Person
455,Driver,Male,56,40_to_64,Person
456,Driver,Male,71,65_to_74,Person
457,Driver,Male,67,65_to_74,Person
458,Driver,Female,28,26_to_39,Person
459,Passenger,Male,3,0_to_16,Person
460,Driver,Male,59,40_to_64,Person
461,Motorcycle rider,Male,37,26_to_39,Person
462,Driver,Male,84,75_or_older,Person
463,Motorcycle rider,Male,51,40_to_64,Person
464,Driver,Female,85,75_or_older,Person
465,Driver,Male,39,26_to_39,Person
466,Driver,Male,67,65_to_74,Person
467,Motorcycle rider,Male,19,17_to_25,Person
468,Motorcycle rider,Male,26,26_to_39,Person
469,Driver,Male,32,26_to_39,Person
470,Pedestrian,Female,64,40_to_64,Person
471,Driver,Male,73,65_to_74,Person
472,Pedal cyclist,Male,11,0_to_16,Person
473,Driver,Male,63,40_to_64,Person
474,Motorcycle rider,Male,17,17_to_25,Person
475,Pedestrian,Male,83,75_or_older,Person
476,Motorcycle rider,Male,25,17_to_25,Person
477,Driver,Male,28,26_to_39,Person
478,Motorcycle rider,Male,57,40_to_64,Person
479,Driver,Male,33,26_to_39,Person
480,Passenger,Male,60,40_to_64,Person
481,Driver,Male,67,65_to_74,Person
482,Driver,Male,59,40_to_64,Person
483,Passenger,Male,17,17_to_25,Person
484,Driver,Male,29,26_to_39,Person
485,Driver,Male,32,26_to_39,Person
486,Driver,Female,72,65_to_74,Person
487,Passenger,Male,19,17_to_25,Person
488,Driver,Male,47,40_to_64,Person
489,Passenger,Male,82,75_or_older,Person
490,Passenger,Female,17,17_to_25,Person
491,Driver,Male,18,17_to_25,Person
492,Driver,Male,80,75_or_older,Person
493,Driver,Male,18,17_to_25,Person
494,Driver,Male,18,17_to_25,Person
495,Motorcycle rider,Female,26,26_to_39,Person
496,Driver,Male,73,65_to_74,Person
497,Driver,Female,33,26_to_39,Person
498,Passenger,Male,0,0_to_16,Person
499,Driver,Male,18,17_to_25,Person
500,Motorcycle rider,Male,20,17_to_25,Person
501,Driver,Male,58,40_to_64,Person
502,Pedestrian,Male,61,40_to_64,Person
503,Pedestrian,Male,80,75_or_older,Person
504,Motorcycle rider,Male,22,17_to_25,Person
505,Pedestrian,Male,30,26_to_39,Person
506,Pedestrian,Female,29,26_to_39,Person
507,Pedestrian,Male,44,40_to_64,Person
508,Passenger,Female,24,17_to_25,Person
509,Driver,Female,85,75_or_older,Person
510,Driver,Male,47,40_to_64,Person
511,Driver,Male,84,75_or_older,Person
512,Passenger,Female,15,0_to_16,Person
513,Driver,Male,54,40_to_64,Person
514,Passenger,Male,8,0_to_16,Person
515,Pedestrian,Female,81,75_or_older,Person
516,Motorcycle rider,Male,36,26_to_39,Person
517,Pedestrian,Male,83,75_or_older,Person
518,Passenger,Male,63,40_to_64,Person
519,Driver,Male,85,75_or_older,Person
520,Driver,Male,46,40_to_64,Person
521,Driver,Male,19,17_to_25,Person
522,Driver,Female,76,75_or_older,Person
523,Driver,Male,44,40_to_64,Person
524,Motorcycle rider,Male,55,40_to_64,Person
525,Driver,Male,73,65_to_74,Person
526,Motorcycle rider,Male,57,40_to_64,Person
527,Passenger,Male,49,40_to_64,Person
528,Pedal cyclist,Male,57,40_to_64,Person
529,Motorcycle rider,Male,29,26_to_39,Person
530,Driver,Male,72,65_to_74,Person
531,Driver,Male,64,40_to_64,Person
532,Pedestrian,Male,81,75_or_older,Person
533,Passenger,Female,33,26_to_39,Person
534,Passenger,Female,56,40_to_64,Person
535,Passenger,Female,21,17_to_25,Person
536,Motorcycle rider,Male,35,26_to_39,Person
537,Motorcycle rider,Male,63,40_to_64,Person
538,Driver,Female,68,65_to_74,Person
539,Driver,Male,30,26_to_39,Person
540,Motorcycle rider,Male,66,65_to_74,Person
541,Pedal cyclist,Male,54,40_to_64,Person
542,Passenger,Female,81,75_or_older,Person
543,Driver,Male,68,65_to_74,Person
544,Driver,Male,45,40_to_64,Person
545,Pedestrian,Male,78,75_or_older,Person
546,Pedestrian,Male,27,26_to_39,Person
547,Motorcycle rider,Male,68,65_to_74,Person
548,Motorcycle rider,Male,36,26_to_39,Person
549,Motorcycle rider,Male,22,17_to_25,Person
550,Driver,Male,51,40_to_64,Person
551,Driver,Male,27,26_to_39,Person
552,Pedal cyclist,Male,47,40_to_64,Person
553,Passenger,Male,43,40_to_64,Person
554,Passenger,Male,34,26_to_39,Person
555,Driver,Male,84,75_or_older,Person
556,Motorcycle rider,Male,25,17_to_25,Person
557,Driver,Male,22,17_to_25,Person
558,Driver,Female,63,40_to_64,Person
559,Driver,Male,25,17_to_25,Person
560,Motorcycle rider,Male,47,40_to_64,Person
561,Driver,Male,73,65_to_74,Person
562,Motorcycle rider,Male,15,0_to_16,Person
563,Pedestrian,Male,43,40_to_64,Person
564,Motorcycle rider,Female,20,17_to_25,Person
565,Driver,Male,64,40_to_64,Person
566,Driver,Male,49,40_to_64,Person
567,Pedestrian,Female,61,40_to_64,Person
568,Motorcycle rider,Male,29,26_to_39,Person
569,Passenger,Female,59,40_to_64,Person
570,Driver,Male,90,75_or_older,Person
571,Motorcycle rider,Male,40,40_to_64,Person
572,Driver,Male,25,17_to_25,Person
573,Driver,Male,60,40_to_64,Person
574,Motorcycle rider,Male,54,40_to_64,Person
575,Passenger,Female,63,40_to_64,Person
576,Driver,Male,67,65_to_74,Person
577,Pedestrian,Male,87,75_or_older,Person
578,Motorcycle rider,Male,50,40_to_64,Person
579,Motorcycle rider,Male,19,17_to_25,Person
580,Driver,Male,19,17_to_25,Person
581,Motorcycle rider,Male,33,26_to_39,Person
582,Pedestrian,Female,40,40_to_64,Person
583,Driver,Male,69,65_to_74,Person
584,Motorcycle rider,Male,22,17_to_25,Person
585,Motorcycle rider,Male,38,26_to_39,Person
586,Motorcycle rider,Male,23,17_to_25,Person
587,Motorcycle rider,Male,30,26_to_39,Person
588,Pedestrian,Female,73,65_to_74,Person
589,Driver,Male,42,40_to_64,Person
590,Pedestrian,Female,43,40_to_64,Person
591,Pedestrian,Male,44,40_to_64,Person
592,Driver,Male,31,26_to_39,Person
593,Motorcycle rider,Male,54,40_to_64,Person
594,Motorcycle rider,Male,54,40_to_64,Person
595,Motorcycle rider,Male,30,26_to_39,Person
596,Passenger,Female,11,0_to_16,Person
597,Passenger,Male,41,40_to_64,Person
598,Driver,Female,68,65_to_74,Person
599,Driver,Male,25,17_to_25,Person
600,Pedestrian,Male,29,26_to_39,Person
601,Passenger,Female,81,75_or_older,Person
602,Driver,Male,54,40_to_64,Person
603,Passenger,Male,84,75_or_older,Person
604,Driver,Male,93,75_or_older,Person
605,Driver,Female,84,75_or_older,Person
606,Driver,Female,85,75_or_older,Person
607,Driver,Male,61,40_to_64,Person
608,Pedestrian,Male,18,17_to_25,Person
609,Driver,Female,18,17_to_25,Person
610,Passenger,Male,30,26_to_39,Person
611,Driver,Male,65,65_to_74,Person
612,Pedestrian,Female,76,75_or_older,Person
613,Driver,Female,35,26_to_39,Person
614,Driver,Male,20,17_to_25,Person
615,Driver,Female,38,26_to_39,Person
616,Driver,Male,75,75_or_older,Person
617,Pedestrian,Male,74,65_to_74,Person
618,Driver,Male,19,17_to_25,Person
619,Driver,Female,89,75_or_older,Person
620,Driver,Female,62,40_to_64,Person
621,Motorcycle rider,Male,21,17_to_25,Person
622,Motorcycle rider,Male,19,17_to_25,Person
623,Motorcycle rider,Male,26,26_to_39,Person
624,Motorcycle pillion passenger,Female,24,17_to_25,Person
625,Pedestrian,Male,38,26_to_39,Person
626,Passenger,Male,21,17_to_25,Person
627,Driver,Male,30,26_to_39,Person
628,Driver,Female,20,17_to_25,Person
629,Driver,Male,21,17_to_25,Person
630,Driver,Male,20,17_to_25,Person
631,Driver,Female,32,26_to_39,Person
632,Driver,Male,72,65_to_74,Person
633,Driver,Female,79,75_or_older,Person
634,Passenger,Female,24,17_to_25,Person
635,Driver,Male,56,40_to_64,Person
636,Driver,Female,84,75_or_older,Person
637,Driver,Male,49,40_to_64,Person
638,Motorcycle rider,Male,56,40_to_64,Person
639,Driver,Male,19,17_to_25,Person
